title,artist
Down Ass Chick,Down Ass Chick
Jenny from the Block,Jenny from the Block
Two Wrongs,Two Wrongs
Anything,Anything
Full Moon,Full Moon
React,React
Makin' Good Love,Makin' Good Love
Take Away,Take Away
Girlfriend,Girlfriend
Call Me,Call Me
Stingy,Stingy
Po' Folks,Po' Folks
Satisfaction,Satisfaction
Brotha,Brotha
Round And Round Remix,Round And Round Remix
Sick of Being Lonely,Sick of Being Lonely
Gone,Gone
Grindin',Grindin'
Paradise,Paradise
Welcome To Atlanta,Welcome To Atlanta
Trade It All (Part 2),Trade It All (Part 2)
Don't Mess With My Man,Don't Mess With My Man
Fabulous,Fabulous
This Woman's Work,This Woman's Work
Make It Clap,Make It Clap
Gots Ta Be,Gots Ta Be
Thug Lovin',Thug Lovin'
Someone to Love You,Someone to Love You
No More Drama,No More Drama
Young'n (Holla Back),Young'n (Holla Back)
Braid My Hair,Braid My Hair
I'm Gonna Be Alright,I'm Gonna Be Alright
Talkin' To Me,Talkin' To Me
I Should Be...,I Should Be...
Burnin' Up,Burnin' Up
If I Could Go!,If I Could Go!
You Know That I Love You,You Know That I Love You
Why I Love You,Why I Love You
Made You Look,Made You Look
One Mic,One Mic
In Da Club,In Da Club
21 Questions,21 Questions
Hey Ya!,Hey Ya!
Baby Boy,Baby Boy
Crazy In Love,Crazy In Love
Slow Jamz,Slow Jamz
Miss You,Miss You
The Way You Move,The Way You Move
Stand Up,Stand Up
Get Busy,Get Busy
Milkshake,Milkshake
Turn Me On,Turn Me On
You Don't Know My Name,You Don't Know My Name
Frontin',Frontin'
Ignition,Ignition
P.I.M.P.,P.I.M.P.
Hotel,Hotel
"Bump, Bump, Bump","Bump, Bump, Bump"
Can't Let You Go,Can't Let You Go
I Know What You Want,I Know What You Want
Get Low,Get Low
Right Thurr,Right Thurr
Magic Stick,Magic Stick
Shake Ya Tailfeather,Shake Ya Tailfeather
So Gone,So Gone
"Me, Myself and I","Me, Myself and I"
Excuse Me Miss,Excuse Me Miss
Damn!,Damn!
Step in the Name of Love,Step in the Name of Love
Walked Outta Heaven,Walked Outta Heaven
Superstar,Superstar
Rock Wit U (Awww Baby),Rock Wit U (Awww Baby)
Holidae In,Holidae In
Rain on Me ,Rain on Me
Beautiful,Beautiful
Wanksta,Wanksta
Fuck It (I Don't Want You Back),Fuck It (I Don't Want You Back)
All I Have,All I Have
How You Gonna Act Like That,How You Gonna Act Like That
Into You,Into You
"Never Leave You (Uh Oooh, Uh Oooh)","Never Leave You (Uh Oooh, Uh Oooh)"
In Those Jeans,In Those Jeans
Gossip Folks,Gossip Folks
Mesmerize,Mesmerize
I Should Be...,I Should Be...
Change Clothes,Change Clothes
Read Your Mind,Read Your Mind
Fabulous,Fabulous
Salt Shaker,Salt Shaker
I Can,I Can
Like Glue,Like Glue
Through the Wire,Through the Wire
Be Faithful,Be Faithful
Stunt 101,Stunt 101
Thoia Thoing,Thoia Thoing
The Jump Off,The Jump Off
Snake,Snake
Put That Woman First,Put That Woman First
No Letting Go,No Letting Go
Runnin' (Dying to Live),Runnin' (Dying to Live)
Thugz Mansion,Thugz Mansion
Sick Of Being Lonely,Sick Of Being Lonely
Love @ 1st Sight,Love @ 1st Sight
"Can't Stop, Won't Stop","Can't Stop, Won't Stop"
Runnin (Dying To Live),Runnin (Dying To Live)
Say Yes,Say Yes
Let's Get Down,Let's Get Down
Cry Me A River,Cry Me A River
Never Scared,Never Scared
Made You Look,Made You Look
Wat da Hook Gon Be,Wat da Hook Gon Be
Clubbin,Clubbin
Come Over,Come Over
Paradise,Paradise
What Would You Do?,What Would You Do?
My Love Is Like...Wo,My Love Is Like...Wo
What Happened To That Boy,What Happened To That Boy
Hell Yeah ,Hell Yeah
Pass That Dutch,Pass That Dutch
Like A Pimp,Like A Pimp
Emotional Rollercoaster,Emotional Rollercoaster
Pump It Up,Pump It Up
Bad Boy This Bad Boy That,Bad Boy This Bad Boy That
Clap Back,Clap Back
More & More,More & More
Girlfriend,Girlfriend
4 Ever,4 Ever
Business,Business
Ooh!,Ooh!
Make It Clap,Make It Clap
I Wish I Wasn't,I Wish I Wasn't
Signs Of Love Makin',Signs Of Love Makin'
Forthenight (For The Night),Forthenight (For The Night)
Gigolo,Gigolo
Don't Wanna Try,Don't Wanna Try
Laundromat,Laundromat
Do That...,Do That...
Come Close To Me,Come Close To Me
Dance with My Father,Dance with My Father
Act a Fool,Act a Fool
                       Let Me Love You                       ,Let Me Love You
                       Yeah!                       ,Yeah!
                       Goodies                       ,Goodies
                       Burn                       ,Burn
                       Drop It Like It's Hot                       ,Drop It Like It's Hot
                       My Boo                       ,My Boo
                       Lean Back                       ,Lean Back
                       Confessions (Part II)                       ,Confessions (Part II)
                       Slow Jamz                       ,Slow Jamz
                       Oh                       ,Oh
                       Soldier                       ,Soldier
                       The Way You Move                       ,The Way You Move
                       I Don't Wanna Know                       ,I Don't Wanna Know
                       If I Ain't Got You                       ,If I Ain't Got You
                       Slow Motion                       ,Slow Motion
                       Tipsy                       ,Tipsy
"                       Me, Myself And I                       ","Me, Myself And I"
"                       1,2 Step                       ","1,2 Step"
                       How We Do                       ,How We Do
                       Wonderful                       ,Wonderful
                       Lovers and Friends                       ,Lovers and Friends
                       Diary                       ,Diary
                       Sunshine                       ,Sunshine
                       Overnight Celebrity                       ,Overnight Celebrity
                       One Call Away                       ,One Call Away
                       Disco Inferno                       ,Disco Inferno
                       Jesus Walks                       ,Jesus Walks
                       Splash Waterfalls                       ,Splash Waterfalls
                       Sorry 2004                       ,Sorry 2004
                       Rich Girl                       ,Rich Girl
                       My Place                       ,My Place
                       Dirt Off Your Shoulder                       ,Dirt Off Your Shoulder
                       Milkshake                       ,Milkshake
                       Lose My Breath                       ,Lose My Breath
                       Locked Up                       ,Locked Up
                       Naughty Girl                       ,Naughty Girl
                       On Fire                       ,On Fire
                       All Falls Down                       ,All Falls Down
                       Caught Up                       ,Caught Up
                       Hotel                       ,Hotel
                       Freak-a-Leek                       ,Freak-a-Leek
                       Only U                       ,Only U
                       Breathe                       ,Breathe
                       Through The Wire                       ,Through The Wire
                       Why?                       ,Why?
                       Happy People                       ,Happy People
                       Roses                       ,Roses
                       Charlene                       ,Charlene
                       I Believe                       ,I Believe
                       Salt Shaker                       ,Salt Shaker
                       Move Ya Body                       ,Move Ya Body
                       Dip It Low                       ,Dip It Low
                       Let's Go                       ,Let's Go
                       Hey Ya!                       ,Hey Ya!
                       Go D.J.                       ,Go D.J.
                       Headsprung                       ,Headsprung
                       U Should've Known Better                       ,U Should've Known Better
                       Game Over (Flip)                       ,Game Over (Flip)
                       I'm Still in Love with You                       ,I'm Still in Love with You
                       Bring 'Em Out                       ,Bring 'Em Out
                       Get Back                       ,Get Back
                       Hush                       ,Hush
                       Shorty Wanna Ride                       ,Shorty Wanna Ride
                       Wanna Get To Know You                       ,Wanna Get To Know You
                       Gasolina                       ,Gasolina
                       I Like That                       ,I Like That
                       U Make Me Wanna                       ,U Make Me Wanna
                       So Sexy                       ,So Sexy
                       Some Cut                       ,Some Cut
                       U Saved Me                       ,U Saved Me
                       Talk About Our Love                       ,Talk About Our Love
                       No Better Love                       ,No Better Love
                       Southside                       ,Southside
                       Nolia Clap                       ,Nolia Clap
                       No Problem                       ,No Problem
                       My Band                       ,My Band
                       Dude                       ,Dude
                       What U Gon' Do                       ,What U Gon' Do
"                       Breathe, Stretch, Shake                       ","Breathe, Stretch, Shake"
                       Dangerously In Love                       ,Dangerously In Love
                       Karma                       ,Karma
                       Balla Baby                       ,Balla Baby
                       My Baby                       ,My Baby
                       Welcome Back                       ,Welcome Back
                       Don't Take Your Love Away                       ,Don't Take Your Love Away
                       Rubber Band Man                       ,Rubber Band Man
                       Big Chips                       ,Big Chips
                       In My Life                       ,In My Life
                       I Can't Wait                       ,I Can't Wait
                       Let Me In                       ,Let Me In
                       Flap Your Wings                       ,Flap Your Wings
                       Just Lose It                       ,Just Lose It
                       Turn Me On                       ,Turn Me On
                       Oye Mi Canto                       ,Oye Mi Canto
                       Selfish                       ,Selfish
                       Jook Gal (Wine Wine)                       ,Jook Gal (Wine Wine)
                       Let's Get Away                       ,Let's Get Away
                       I Want You                       ,I Want You
                       Gigolo                       ,Gigolo
                       Ride Wit U                       ,Ride Wit U
We Belong Together,We Belong Together
Let Me Love You,Let Me Love You
Gold Digger,Gold Digger
Check On It,Check On It
Run It!,Run It!
Candy Shop,Candy Shop
So Sick,So Sick
Don't Forget About Us,Don't Forget About Us
Hate It Or Love It,Hate It Or Love It
Stickwitu,Stickwitu
Slow Down,Slow Down
Soul Survivor,Soul Survivor
Grillz,Grillz
Lovers & Friends,Lovers & Friends
Like You,Like You
Be without You,Be without You
How We Do,How We Do
Shake It Off,Shake It Off
Oh,Oh
1 Thing,1 Thing
Let Me Hold You,Let Me Hold You
Soldier,Soldier
Just a Lil Bit,Just a Lil Bit
I Think They Like Me,I Think They Like Me
Disco Inferno,Disco Inferno
Yo! (Excuse Me Miss),Yo! (Excuse Me Miss)
Lose Control,Lose Control
Hollaback Girl,Hollaback Girl
One Wish,One Wish
When I'm Gone,When I'm Gone
Unpredictable,Unpredictable
Cater 2 U,Cater 2 U
Wait (The Whisper Song),Wait (The Whisper Song)
I'm N Luv (Wit a Stripper),I'm N Luv (Wit a Stripper)
Truth Is,Truth Is
Bring 'Em Out,Bring 'Em Out
Grind with Me,Grind with Me
Girl Tonite,Girl Tonite
Play,Play
U Don't Know Me,U Don't Know Me
Some Cut,Some Cut
Touch It,Touch It
Pimpin' All Over The World,Pimpin' All Over The World
Nasty Girl,Nasty Girl
There It Go! (The Whistle Song),There It Go! (The Whistle Song)
Ordinary People,Ordinary People
Naked,Naked
I Should Have Cheated,I Should Have Cheated
Here We Go,Here We Go
Outta Control (Remix),Outta Control (Remix)
Laffy Taffy,Laffy Taffy
I'm Sprung,I'm Sprung
U Already Know,U Already Know
Girl,Girl
Stay Fly,Stay Fly
Unbreakable,Unbreakable
Get Back,Get Back
Free Yourself,Free Yourself
We Be Burnin',We Be Burnin'
Again,Again
Trapped in the Closet (Chapter 1),Trapped in the Closet (Chapter 1)
Number One Spot,Number One Spot
Lighters Up,Lighters Up
Only U,Only U
It's Like That,It's Like That
That's That,That's That
Charlie Last Name: Wilson,Charlie Last Name: Wilson
Must Be Nice,Must Be Nice
Dreams,Dreams
Pon de Replay,Pon de Replay
So Seductive,So Seductive
Caught Up,Caught Up
I'm a Hustla,I'm a Hustla
Give Me That,Give Me That
Window Shopper,Window Shopper
Love,Love
Okay,Okay
And Then What,And Then What
Girlfight,Girlfight
O,O
How Could You,How Could You
Get It Poppin',Get It Poppin'
All Because Of You,All Because Of You
Karma,Karma
Make Her Feel Good,Make Her Feel Good
New York,New York
Dem Boyz,Dem Boyz
Fresh Azimiz,Fresh Azimiz
Rompe,Rompe
Luxurious,Luxurious
Heard 'Em Say,Heard 'Em Say
Taurus Here,Taurus Here
Back Then,Back Then
In The Kitchen,In The Kitchen
Tell Me,Tell Me
Baby Mama,Baby Mama
Your Body,Your Body
I'm A King,I'm A King
Don't Cha,Don't Cha
Badd,Badd
Be Without You,Be Without You
Irreplaceable,Irreplaceable
Smack That,Smack That
I Wanna Love You,I Wanna Love You
What You Know,What You Know
Deja Vu,Deja Vu
It's Goin' Down,It's Goin' Down
What Goes Around...Comes Around,What Goes Around...Comes Around
Me & U,Me & U
Money Maker,Money Maker
Unpredictable,Unpredictable
My Love,My Love
Snap Yo Fingers,Snap Yo Fingers
Fergalicious,Fergalicious
Sexy Love,Sexy Love
Sexy Can I,Sexy Can I
Say Goodbye,Say Goodbye
Yo (Excuse Me Miss),Yo (Excuse Me Miss)
Pullin' Me Back,Pullin' Me Back
Shoulder Lean,Shoulder Lean
Grillz,Grillz
"Lean wit It, Rock wit It","Lean wit It, Rock wit It"
Runaway Love,Runaway Love
Call on Me,Call on Me
Shortie Like Mine,Shortie Like Mine
So Sick,So Sick
 Temperature,Temperature
Walk It Out,Walk It Out
Touch It,Touch It
Love,Love
Ridin',Ridin'
Lost without U,Lost without U
Check On It,Check On It
We Fly High,We Fly High
(When You Gonna) Give It Up to Me,(When You Gonna) Give It Up to Me
You,You
Ring the Alarm,Ring the Alarm
Ice Box,Ice Box
Torn,Torn
Enough Cryin',Enough Cryin'
SexyBack,SexyBack
So What,So What
Show Me What You Got,Show Me What You Got
Throw Some D's,Throw Some D's
Ms. New Booty,Ms. New Booty
Gimme That,Gimme That
Looking For You,Looking For You
When You're Mad,When You're Mad
Why You Wanna,Why You Wanna
I Know You See It,I Know You See It
S.E.X. ,S.E.X.
Kryptonite (I'm On It),Kryptonite (I'm On It)
Get Up,Get Up
Come To Me,Come To Me
Promise,Promise
Do It To It,Do It To It
U And Dat,U And Dat
That's That,That's That
Gettin' Some,Gettin' Some
Make It Rain,Make It Rain
Take Me as I Am,Take Me as I Am
Say I,Say I
Unfaithful,Unfaithful
Promiscuous,Promiscuous
Stuntin' Like My Daddy,Stuntin' Like My Daddy
Bossy,Bossy
Money in the Bank,Money in the Bank
I'm N Luv (Wit A Stripper),I'm N Luv (Wit A Stripper)
Tell Me,Tell Me
Gotta Go,Gotta Go
Poppin' My Collar,Poppin' My Collar
DJ Play a Love Song,DJ Play a Love Song
Chain Hang Low,Chain Hang Low
The Way I Live,The Way I Live
Rodeo,Rodeo
I Luv It,I Luv It
Fresh Azimiz,Fresh Azimiz
Good Luck Charm,Good Luck Charm
Rock Yo Hips,Rock Yo Hips
Control Myself,Control Myself
4 Minutes,4 Minutes
Upgrade U,Upgrade U
Listen,Listen
Sister,Sister
I Love My Bi**h,I Love My Bi**h
Need A Boss,Need A Boss
Everytime Tha Beat Drop,Everytime Tha Beat Drop
Fireman,Fireman
Hustlin',Hustlin'
Top Back,Top Back
Ghetto Story (Chapter 2),Ghetto Story (Chapter 2)
Unappreciated,Unappreciated
In My Mind,In My Mind
Touch the Sky,Touch the Sky
She Don't,She Don't
Can't Let Go,Can't Let Go
Back Like That,Back Like That
Poppin',Poppin'
I Call It Love,I Call It Love
Change Me,Change Me
Lost Without U,Lost Without U
Bleeding Love,Bleeding Love
Low,Low
No One,No One
Apologize,Apologize
Promise,Promise
Buy U A Drank (Shawty Snappin'),Buy U A Drank (Shawty Snappin')
With You,With You
Kiss Kiss,Kiss Kiss
Crank That (Soulja Boy),Crank That (Soulja Boy)
Bed,Bed
Don't Stop the Music,Don't Stop the Music
I'm A Flirt,I'm A Flirt
Umbrella,Umbrella
This Is Why I'm Hot,This Is Why I'm Hot
Let It Go,Let It Go
Good Life,Good Life
Make Me Better,Make Me Better
Don't Matter,Don't Matter
I Wanna Love You,I Wanna Love You
Party Like a Rockstar,Party Like a Rockstar
Runaway Love,Runaway Love
Sensual Seduction,Sensual Seduction
Shawty,Shawty
Clumsy,Clumsy
Throw Some D's,Throw Some D's
Can't Help But Wait,Can't Help But Wait
Take You There,Take You There
When I See U,When I See U
Because of You,Because of You
Poppin',Poppin'
Ice Box,Ice Box
"Pop, Lock & Drop It","Pop, Lock & Drop It"
Until the End of Time,Until the End of Time
Just Fine,Just Fine
Same Girl,Same Girl
Last Night,Last Night
Beautiful Girls,Beautiful Girls
Make It Rain,Make It Rain
B.U.D.D.Y.,B.U.D.D.Y.
Like This,Like This
Duffle Bag Boy,Duffle Bag Boy
Bartender,Bartender
Like a Boy,Like a Boy
Get It Shawty,Get It Shawty
Teachme,Teachme
Please Don't Go,Please Don't Go
Do You,Do You
Independent,Independent
Like You'll Never See Me Again,Like You'll Never See Me Again
I'm a Flirt,I'm a Flirt
Rock Yo Hips,Rock Yo Hips
Big Things Poppin' (Do It),Big Things Poppin' (Do It)
On the Hotline,On the Hotline
Better in Time,Better in Time
A Bay Bay,A Bay Bay
Shawty Is a 10,Shawty Is a 10
Hypnotized,Hypnotized
Suffocate,Suffocate
I'm So Hood,I'm So Hood
Hate That I Love You,Hate That I Love You
2 Step,2 Step
Go Getta,Go Getta
Flashing Lights,Flashing Lights
Int'l Players Anthem (I Choose You),Int'l Players Anthem (I Choose You)
Shoulda Let You Go,Shoulda Let You Go
Stronger,Stronger
I Remember,I Remember
I Get Money,I Get Money
Top Back,Top Back
Outta My System,Outta My System
I Luv It,I Luv It
Wipe Me Down,Wipe Me Down
Roc Boys (And The Winner Is)...,Roc Boys (And The Winner Is)...
My Drink N' My Two Step,My Drink N' My Two Step
Can U Believe,Can U Believe
You Know What It Is,You Know What It Is
Sexy Lady,Sexy Lady
1st Time,1st Time
Tambourine,Tambourine
Can't Leave 'Em Alone,Can't Leave 'Em Alone
Homecoming,Homecoming
Get Me Bodied,Get Me Bodied
Soulja Girl,Soulja Girl
And I Am Telling You I'm Not Going,And I Am Telling You I'm Not Going
Anonymous,Anonymous
Crying Out for Me,Crying Out for Me
If I Was Your Man,If I Was Your Man
Hood Figga,Hood Figga
How Do I Breathe,How Do I Breathe
Give It to Me,Give It to Me
Glamorous,Glamorous
Hood Boy,Hood Boy
Baby Don't Go,Baby Don't Go
In My Songs,In My Songs
30 Something,30 Something
Ayo Technology,Ayo Technology
Wall To Wall,Wall To Wall
Money In The Bank,Money In The Bank
Can't Tell Me Nothing,Can't Tell Me Nothing
Just Dance,Just Dance
Single Ladies (Put a Ring on It),Single Ladies (Put a Ring on It)
Like You'll Never See Me Again,Like You'll Never See Me Again
I Remember,I Remember
Lollipop,Lollipop
Love In This Club,Love In This Club
Take a Bow,Take a Bow
Whatever You Like,Whatever You Like
Live Your Life,Live Your Life
Miss Independent ,Miss Independent
Touch My Body,Touch My Body
Heartless,Heartless
Suffocate,Suffocate
Dead and Gone,Dead and Gone
A Milli,A Milli
Spotlight,Spotlight
 Can't Believe It,Can't Believe It
No Air,No Air
Day 'N' Nite,Day 'N' Nite
Just Fine,Just Fine
Heaven Sent,Heaven Sent
Sexy Can I,Sexy Can I
Need U Bad,Need U Bad
In the Ayer,In the Ayer
Put On,Put On
Mad,Mad
I Luv Your Girl,I Luv Your Girl
Sensual Seduction,Sensual Seduction
Mrs. Officer,Mrs. Officer
Crying Out For Me,Crying Out For Me
Diva,Diva
With You,With You
Chopped 'N' Skrewed,Chopped 'N' Skrewed
Independent,Independent
Rehab,Rehab
Green Light,Green Light
Got Money,Got Money
Falsetto,Falsetto
The Way That I Love You,The Way That I Love You
The Boss,The Boss
Swagga Like Us,Swagga Like Us
Get Like Me,Get Like Me
If I Were a Boy,If I Were a Boy
Beautiful,Beautiful
Bust Your Windows,Bust Your Windows
Take You Down,Take You Down
"Love In This Club, Part II","Love In This Club, Part II"
Pop Champagne,Pop Champagne
Low,Low
Teenage Love Affair,Teenage Love Affair
Closer ,Closer
The Business,The Business
She Got It,She Got It
My Life,My Life
Dey Know,Dey Know
Chopped & Skrewed,Chopped & Skrewed
Superwoman,Superwoman
Never,Never
One More Drink,One More Drink
Magic,Magic
Love Lockdown,Love Lockdown
Get Silly,Get Silly
Pop Bottles,Pop Bottles
So Fly,So Fly
When It Hurts,When It Hurts
Here I Am,Here I Am
Work That,Work That
I Won't Tell,I Won't Tell
Woman,Woman
Please Excuse My Hands,Please Excuse My Hands
You're The Only One,You're The Only One
Last Time,Last Time
Lookin Boy,Lookin Boy
Moving Mountains,Moving Mountains
Never Never Land,Never Never Land
What Them Girls Like,What Them Girls Like
She Got Her Own (Miss Independent Part 2),She Got Her Own (Miss Independent Part 2)
Music For Love,Music For Love
Right Here (Departed),Right Here (Departed)
Superstar,Superstar
Put It on Ya,Put It on Ya
The Sweetest Love,The Sweetest Love
Customer,Customer
Did You Wrong,Did You Wrong
Trading Places,Trading Places
Girlfriend,Girlfriend
Girls Around The World,Girls Around The World
Game's Pain,Game's Pain
Umma Do Me,Umma Do Me
Get Up,Get Up
Never Would Have Made It,Never Would Have Made It
Paper Planes,Paper Planes
Honey,Honey
Bust It Baby Part 2,Bust It Baby Part 2
She Got Her Own,She Got Her Own
Hypnotized,Hypnotized
Just Like Me,Just Like Me
Bye Bye,Bye Bye
The River,The River
Baby,Baby
Empire State of Mind,Empire State of Mind
Knock You Down,Knock You Down
Blame It,Blame It
Best I Ever Had,Best I Ever Had
BedRock,BedRock
Birthday Sex,Birthday Sex
She Got Her Own,She Got Her Own
Dead And Gone,Dead And Gone
How Low,How Low
Every Girl,Every Girl
Run This Town,Run This Town
Turnin Me On,Turnin Me On
Pretty Wings,Pretty Wings
Forever,Forever
Break Up,Break Up
Diva,Diva
Kiss Me Thru the Phone,Kiss Me Thru the Phone
Hard,Hard
Papers,Papers
Say Aah,Say Aah
Rockin' That Thang,Rockin' That Thang
Turn My Swag On,Turn My Swag On
Pop Champagne,Pop Champagne
I Invented Sex,I Invented Sex
Money To Blow,Money To Blow
Trading Places,Trading Places
I Love College,I Love College
Successful,Successful
Empire State of Mind (Part II) Broken Down,Empire State of Mind (Part II) Broken Down
Heartless,Heartless
Throw It In The Bag,Throw It In The Bag
Mad,Mad
Boyfriend #2,Boyfriend #2
Ego,Ego
Day 'N' Nite,Day 'N' Nite
Baby By Me,Baby By Me
Last Chance,Last Chance
God in Me,God in Me
IfULeave,IfULeave
You Complete Me,You Complete Me
Wasted,Wasted
Obsessed,Obsessed
If This Isn't Love,If This Isn't Love
Just Like Me ,Just Like Me
I Am,I Am
Trust,Trust
I Can Transform Ya,I Can Transform Ya
Bad Habits,Bad Habits
It Kills Me,It Kills Me
I Need a Girl,I Need a Girl
Ain't I,Ain't I
Put It On Ya,Put It On Ya
Ice Cream Paint Job,Ice Cream Paint Job
Million Dollar Bill,Million Dollar Bill
Beep,Beep
Wetter (Calling You Daddy),Wetter (Calling You Daddy)
Playa Cardz Right,Playa Cardz Right
Doesn't Mean Anything,Doesn't Mean Anything
Halo,Halo
Chillin,Chillin
You're a Jerk,You're a Jerk
Under,Under
Imma Be,Imma Be
Try Sleeping with a Broken Heart,Try Sleeping with a Broken Heart
Halle Berry (She's Fine),Halle Berry (She's Fine)
Magnificent,Magnificent
Always Strapped,Always Strapped
Never Ever,Never Ever
sobeautiful,sobeautiful
Number One,Number One
There Goes My Baby ,There Goes My Baby
I Wanna Rock,I Wanna Rock
One More Drink,One More Drink
Spotlight,Spotlight
Swag Surfin,Swag Surfin
"Lions, Tigers & Bears","Lions, Tigers & Bears"
Regret,Regret
LOL :-),LOL :-)
Here I Stand,Here I Stand
Not Anymore,Not Anymore
Stanky Legg,Stanky Legg
This Is It,This Is It
Can't Live Without You,Can't Live Without You
Cool,Cool
The Point Of It All,The Point Of It All
Make Me,Make Me
5 Star Chick,5 Star Chick
On the Ocean,On the Ocean
Epiphany (I'm Leaving),Epiphany (I'm Leaving)
Chocolate High,Chocolate High
I Get It In,I Get It In
I Look Good,I Look Good
Gangsta Luv,Gangsta Luv
Boom Boom Pow,Boom Boom Pow
Plenty Money,Plenty Money
Close To You,Close To You
I Look to You,I Look to You
Download,Download
Imma Star (Everywhere We Are),Imma Star (Everywhere We Are)
"Want It, Need It","Want It, Need It"
Fuck You!,Fuck You!
It Kills Me,It Kills Me
Black and Yellow,Black and Yellow
Deuces,Deuces
Rude Boy,Rude Boy
Bottoms Up,Bottoms Up
Un-Thinkable (I'm Ready),Un-Thinkable (I'm Ready)
BedRock,BedRock
OMG,OMG
There Goes My Baby,There Goes My Baby
Find Your Love,Find Your Love
Say Something,Say Something
Over,Over
No Hands,No Hands
How Low,How Low
Can't Be Friends,Can't Be Friends
Try Sleeping With A Broken Heart,Try Sleeping With A Broken Heart
Hey Daddy (Daddy's Home),Hey Daddy (Daddy's Home)
My Chick Bad,My Chick Bad
Everything to Me,Everything to Me
Nothin' On You,Nothin' On You
Say Aah,Say Aah
Aston Martin Music,Aston Martin Music
Sex Therapy,Sex Therapy
Right Above It,Right Above It
Miss Me,Miss Me
Love The Way You Lie,Love The Way You Lie
Your Love,Your Love
Whip My Hair,Whip My Hair
I Am,I Am
Love All Over Me,Love All Over Me
Right Thru Me,Right Thru Me
Fancy,Fancy
Ride,Ride
Neighbors Know My Name,Neighbors Know My Name
All I Do Is Win,All I Do Is Win
Lose My Mind,Lose My Mind
Holding You Down (Goin in Circles),Holding You Down (Goin in Circles)
Lay It Down,Lay It Down
Hot Tottie,Hot Tottie
Pretty Boy Swag,Pretty Boy Swag
Teach Me How to Dougie,Teach Me How to Dougie
On to the Next One,On to the Next One
Got Your Back,Got Your Back
B.M.F. (Blowin' Money Fast),B.M.F. (Blowin' Money Fast)
Fall for Your Type,Fall for Your Type
Soldier of Love,Soldier of Love
Sex Room,Sex Room
Lil Freak,Lil Freak
Hello Good Morning,Hello Good Morning
Bittersweet,Bittersweet
I Wanna Rock,I Wanna Rock
All I Want Is You,All I Want Is You
Spotlight,Spotlight
Power,Power
I'm Back,I'm Back
Imma Be,Imma Be
Yesterday,Yesterday
Champagne Life,Champagne Life
O Let's Do It,O Let's Do It
You're The One,You're The One
Hard,Hard
Fistful of Tears,Fistful of Tears
Ain't Leavin' without You,Ain't Leavin' without You
Lemonade,Lemonade
Steady Mobbin',Steady Mobbin'
Roger That,Roger That
Finding My Way Back,Finding My Way Back
All the Way Turnt Up,All the Way Turnt Up
"Beamer, Benz or Bentley","Beamer, Benz or Bentley"
One In A Million,One In A Million
Make a Movie,Make a Movie
Window Seat,Window Seat
Hold You (Hold Yuh),Hold You (Hold Yuh)
"Women Lie, Men Lie","Women Lie, Men Lie"
The Best in Me,The Best in Me
Roman's Revenge,Roman's Revenge
DJ Got Us Fallin' In Love,DJ Got Us Fallin' In Love
Super High,Super High
Why Would You Stay?,Why Would You Stay?
Fly,Fly
Hope She Cheats On You (With A Basketball Player),Hope She Cheats On You (With A Basketball Player)
We Got Hood Love,We Got Hood Love
Sometimes I Cry,Sometimes I Cry
I Like,I Like
Can It Stay,Can It Stay
Statistics,Statistics
Love Like This,Love Like This
What's Not To Love,What's Not To Love
Love King,Love King
Sponsor,Sponsor
Gucci Time,Gucci Time
Do You Think About Me,Do You Think About Me
Get Big,Get Big
Speedin',Speedin'
Gone Already,Gone Already
Hard In Da Paint,Hard In Da Paint
 Fire Flame,Fire Flame
Emergency,Emergency
It's in the Morning,It's in the Morning
Look at Me Now,Look at Me Now
Niggas in Paris,Niggas in Paris
I'm on One,I'm on One
Rack City,Rack City
She Will,She Will
The Motto,The Motto
Moment 4 Life,Moment 4 Life
Motivation,Motivation
Fall For Your Type,Fall For Your Type
Love on Top,Love on Top
Make Me Proud,Make Me Proud
Lotus Flower Bomb,Lotus Flower Bomb
All Of The Lights,All Of The Lights
Sure Thing,Sure Thing
Marvin & Chardonnay,Marvin & Chardonnay
Party,Party
Headlines,Headlines
6 Foot 7 Foot,6 Foot 7 Foot
What's My Name,What's My Name
How To Love,How To Love
Otis,Otis
Super Bass,Super Bass
Love Faces,Love Faces
Did It On'em,Did It On'em
You the Boss,You the Boss
That Way,That Way
No BS,No BS
Quickie,Quickie
Tony Montana,Tony Montana
My Last,My Last
Far Away,Far Away
Best Thing I Never Had,Best Thing I Never Had
Pretty Girl Rock,Pretty Girl Rock
Roll Up,Roll Up
She Ain't You,She Ain't You
Unusual,Unusual
Make A Movie,Make A Movie
Wet The Bed,Wet The Bed
Black And Yellow,Black And Yellow
Fly Together,Fly Together
Mrs. Right,Mrs. Right
Girls Talkin' Bout,Girls Talkin' Bout
Racks,Racks
Body 2 Body,Body 2 Body
Down On Me,Down On Me
Marvin's Room,Marvin's Room
Sexy Girl Anthem,Sexy Girl Anthem
You Be Killin Em,You Be Killin Em
Hustle Hard,Hustle Hard
5 O'Clock,5 O'Clock
Compliments,Compliments
Man Down,Man Down
Where You At,Where You At
So In Love,So In Love
Christmas with My Girl,Christmas with My Girl
On My Level,On My Level
Work Out,Work Out
Feel Inside,Feel Inside
Out Of My Head,Out Of My Head
Radio,Radio
I'm Doing Me,I'm Doing Me
Cupid,Cupid
I Smile,I Smile
